cerclis_id,name,address,county,state,hrs_score,reason,proposed,listed,construction_completed,partially_deleted,deleted,report,latitude,longitude
IA7213820445,Iowa Army Ammunition Plant,,Des Moines,Iowa,,"Surface water and groundwater contamination by explosives from munitions 
processing. Creek sediment contamination by explosives and lead.[19][20]",7/14/1989,8/30/1990,–,–,–,,,
IAD984591172,Iowa City former manufactured gas plant (FMGP),,Johnson County,Iowa,,"soil and groundwater contamination with coal tar (benzene, toluene, 
ethylbenzene and xylenes, arsenic, cyanides and some metals[21][22]",–,–,8/2/2010,–,–,,,
IAD005291182,John Deere (Ottumwa Works Landfill),,Wapello,Iowa,,"Low-level contamination of soil and sediments by heavy metals and methylene 
chloride from former disposal activities. Low-level heavy metal 
contamination of surface water.[23]",6/24/1988,2/21/1990,8/28/1992,–,1/22/2001,,,
IAD980631063,Labounty Site,,Floyd,Iowa,,"VOCs and arsenic leached into a groundwater aquifer that is used for 
drinking water supplies.[24]",12/30/1982,9/8/1983,12/30/1988,–,1/6/1993,,,
IAD000606038,Lawrence Todtz Farm,,Clinton,Iowa,,"Groundwater contamination by arsenic, barium, lead, other heavy metals, 
sodium, tetrahydrofuran, benzene, toluene and other VOCs from former waste 
disposal activities. Nearby wildlife and surface water may have been 
threatened by contamination.[25]",9/18/1985,6/10/1986,9/11/1991,–,–,,,
IAD005288634,Lehigh Portland Cement Co.,,Cerro Gordo,Iowa,,"Ground water on site became contaminated with heavy metals including arsenic, 
as well as elevated pH levels.[26]",6/24/1988,8/30/1990,–,–,6/30/1993,,,
IAD980969190,Mason City Coal Gasification Plant,,Cerro Gordo,Iowa,,"Soil, on-site waste, bedrock and groundwater contamination by PAHs. Creek 
sediments are also contaminated.[27]",1/19/1994,12/16/1994,4/28/2008,–,–,,,
IAD085824688,Mid-America Tanning Company,,Woodbury,Iowa,,"Soil, impounded sludges and surface water was contaminated with heavy metals, 
including chromium. Sludges contain elevated levels of hydrogen sulfide.[28]",6/24/1988,3/31/1989,9/12/2000,–,9/24/2004,,,
IAD069625655,Midwest Manufacturing/North Farm,,Jasper,Iowa,,"Groundwater contamination by VOCs such as vinyl chloride, TCE and DCE, 
cadmium and zinc from former electroplating operations. Site soils contain 
elevated levels of heavy metals.[29]",9/18/1985,6/10/1986,2/18/1997,–,–,,,
IAD980852461,Northwestern States Portland Cement Co.,,Cerro Gordo,Iowa,,"Groundwater had elevated pH and was contaminated by sulfates and sodium 
from former waste disposal practices, though drinking water wells were not 
affected. Sediments, soil and surface water had high pH considered caustic.
[30]",6/24/1988,8/30/1990,12/23/1993,–,8/31/1995,,,
IAD980852578,Peoples Natural Gas Company,,Dubuque,Iowa,,"Groundwater and soil contamination by VOCs, phenols, PAHs, and inorganic 
compounds from process waste. Nearby wetlands and fish and wildlife refuge 
may be threatened by runoff.[31]",6/24/1988,8/30/1990,9/28/2000,–,–,,,
IA0001610963,Railroad Avenue Ground Water Contamination Site,,Polk,Iowa,,"Groundwater contamination by TCE, DCE and vinyl chloride. Several municipal 
water supply wells were contaminated and taken off-line but have now been 
returned to service after clean-up activities.[32]",9/13/2001,9/5/2002,8/17/2007,–,–,,,
IAD980632509,Red Oak City Landfill,,Montgomery,Iowa,,"Soil, groundwater and surface water contaminated by low concentrations of 
VOCs, including toluene and xylene, and heavy metals, including chromium, 
lead and barium from former landfilling practices. Nearby sediments contain 
toluene. Permeable soil makes groundwater contamination more likely.[33]",6/10/1986,3/31/1989,6/21/2001,–,9/26/2005,,,
IAD980630560,Shaw Avenue Dump,,Floyd,Iowa,,"Groundwater, soil and the Cedar River are contaminated by arsenic from 
disposal of arsenic-contaminated pharmaceutical manufacturing waste and 
sludge from a water treatment plant that received liquid waste from the 
same site.[34]",9/18/1985,7/22/1987,3/30/2001,–,–,,,
IAD980630750,Sheller-Globe Corp. Disposal,,Lee,Iowa,,"Waste material was formerly periodically burnt and the ash, which was 
contaminated with metals, was scattered over the site.[35]",5/5/1989,8/30/1990,9/15/2000,–,9/24/2001,,,
IAD980630487,Vogel Paint and Wax Company,,Sioux,Iowa,,"Soil contamination by VOCs and heavy metals including chromium and lead 
from former waste disposal practices. Groundwater contamination by VOCs, 
including benzene, ethyl benzene, ethyl methyl ketone, toluene and xylene, 
and metals. [36]",10/15/1984,6/10/1986,8/19/1994,–,–,,,
IAD984566356,Waterloo Coal Gasification Plant,,Black Hawk,Iowa,,"Soil and groundwater contamination by PAHs, benzene, ethylbenzene, toluene 
and xylene. There is a risk of impact on wetlands and wildlife.[37][38]",10/14/1992,–,–,–,–,,,
IAD065210734,White Farm Equipment Co. Dump,,Floyd,Iowa,,"Groundwater contamination by VOCs and heavy metals, including arsenic, 
chromium, copper, lead, nickel and zinc from former waste disposal 
practices. Sediments, soil and surface water also contain heavy metals. 
Local wetlands may have been at risk.[39]",6/24/1988,8/30/1990,9/8/1995,–,10/30/2000,,,
KSD007241656,29th and Mead Ground Water Contamination,,Sedgwick,Kansas,,"Ground water and soil are contaminated with volatile organic compounds 
(VOCs) including trichloroethylene (TCE), carbon tetrachloride, toluene, 
and vinyl chloride.",6/24/1988,2/21/1990,–,–,4/29/1996,,,
KSD981710247,57th and North Broadway Streets Site,,Sedgwick,Kansas,,"Volatile organic compounds (VOCs), including benzene, perchloroethylene 
(PCE), trichloroethylene (TCE), toluene, vinyl chloride, xylene, and heavy 
metals, including arsenic, barium, cadmium, chromium, and lead have been 
detected in on-site soil and residential and industrial wells.[10][11]",2/7/1992,10/14/1992,9/10/2002,–,–,,,
KSD046746731,Ace Services,,Thomas,Kansas,,"Soils, surface waste water, and sludge in the lagoon area were contaminated 
with chromium. Ground water in the Ogallala Aquifer is contaminated with 
chromium.[12][13]",2/13/1995,9/29/1995,9/22/2003,–,–,,,
KSD980500789,Arkansas City Dump,,Cowley,Kansas,,"Groundwater and sediments contaminated with oil. Sludge contained sulfuric 
acid, polycyclic aromatic hydrocarbons (PAHs), other organics, heavy metals, 
ammonia, and sulfur.[14][15]",12/30/1982,9/8/1983,9/8/1992,–,3/1/1996,,,
KSD980686174,Big River Sand Company,,Sedgwick,Kansas,,"Leaking drums contaminated the site and groundwater with hazardous paint 
sludges, solvents, volatile organic compounds, and metals such as selenium, 
iron, and manganese.[16][17]",10/15/1984,6/10/1986,6/28/1988,–,10/14/1992,,,
KSD031349624,"Chemical Commodities, Inc.",,Johnson,Kansas,,"Soil and ground water are contaminated with various metals; volatile 
organic compounds (VOCs) and semi-VOCs, primarily, trichloroethylene (TCE), carbon 
tetrachloride, and perchloroethylene (PCE), and pesticides.[18][19]",1/18/1994,5/31/1994,1/11/2012,–,–,,,
KSD980741862,Cherokee County,,Cherokee,Kansas,,"The Cherokee County Superfund site is the Kansas portion of the Tri-State 
district. Acidic waters in mine shafts throughout the site, chat piles, tailings 
impoundments, surface waters in the mine pits, and streams draining the 
site contain significant concentrations of lead, zinc, and cadmium.[20][21]",12/30/1982,9/8/1983,–,–,–,,,
KSD980632301,Doepke Disposal (Holliday),,Johnson,Kansas,,"Groundwater, soil, and leachate are contaminated with volatile organic 
compounds (VOCs), pesticides, polychlorinated biphenyls (PCBs), polycyclic 
aromatic hydrocarbons (PAHs), and heavy metals.[22][23]",12/30/1982,9/8/1983,9/29/1997,–,–,,,
KS6214020756,Fort Riley,,Geary and Riley,Kansas,,"Groundwater contaminated with vinyl chloride, solvents, perchloroethylene 
(PCE), and other volatile organic compounds. Landfill debris contains waste 
oils and degreasing solvents.[24][25]",7/14/1989,8/30/1990,–,–,–,,,
KSD007135429,Hydro-Flex Inc.,,Shawnee,Kansas,,"On-site and off-site groundwater contained low levels of copper and 
chromium.[26][27]",6/24/1988,3/31/1989,6/30/1992,–,11/9/1993,,,
KSD980631980,John's Sludge Pond,,Sedgwick,Kansas,,"Pond contained highly acidic sludge and acidic water. Sludge contaminated 
with heavy metals including lead, as well as polychlorinated biphenyls 
(PCBs).[28][29]",12/30/1982,9/8/1983,1/31/1991,–,1/6/1992,,,
KSD980631766,Obee Road,,Reno,Kansas,,"Ground water is contaminated with volatile organic compounds such as 
trichloroethylene (TCE), vinyl chloride, and chloroform.[30][31]",1/22/1987,7/22/1987,9/9/2011,–,–,,,
KSD000829846,Pester Refinery Company,,Butler,Kansas,,"Ground water contaminanted with benzene, toluene, ethylene and xylene (BTEX 
compounds). The burn pond sludge and soil beneath the pond were found to be 
contaminated with BTEX compounds and polycyclic aromatic hydrocarbons 
(PAHs).[32][33]",6/24/1988,3/31/1989,9/8/1999,–,–,,,
KSD065735912,"Plating, Inc.",,Barton,Kansas,,Soil and ground water contaminated with chromium.[34][35],9/19/2007,3/19/2008,–,–,–,,,
KSD980862726,Strother Field Industrial Park,,Cowley,Kansas,,"Groundwater contaminated with volatile organic compounds (VOCs) including 
trichloroethylene (TCE).[36][37]",10/15/1984,6/10/1986,10/28/2008,–,–,,,
KS0001402320,Tri-County Public Airport,,Morris,Kansas,,"Groundwater is contaminated with trichloroethylene (TCE) and degradation 
products.[38][39]",7/27/2000,–,–,–,–,,,
KSD984985929,Wright Ground Water Contamination,,Ford,Kansas,,"Groundwater is contaminated with pesticides, heavy metals, and volatile 
organic compounds (VOCs) including benzene, bromodichloromethane, and carbon 
tetrachloride[40][41]",10/2/1995,6/17/1996,7/30/2008,–,–,,,
KYD980500961,A.L. Taylor (Valley of the Drums),,Bullitt,Kentucky,,,12/30/1982,9/8/1983,8/10/1990,–,5/17/1996,,,
KYD041981010,Airco,,Marshall,Kentucky,,,,,,,,,,
KYD006370167,B.F. Goodrich,,Marshall,Kentucky,,,,,,,,,,
KYD980501019,Brantley Landfill,,McLean,Kentucky,,,,,,,,,,
KYD045738291,"Caldwell Lace Leather Co., Inc.",,Logan,Kentucky,,,,,,,,,,
KYD980602155,Distler Brickyard,,Hardin,Kentucky,,,,,,,,,,
KYD980601975,Distler Farm,,Jefferson,Kentucky,,,,,,,,,,
KYD980844625,Fort Hartford Coal Co. Stone Quarry,,Ohio,Kentucky,,,,,,,,,,
KYD006371074,General Tire & Rubber (Mayfield Landfill),,Graves,Kentucky,,,6/24/1988,2/21/1990,10/1/1993,–,10/27/2000,,,
KYD980501076,"Green River Disposal, Inc.",,Daviess,Kentucky,,,6/24/1988,8/30/1990,9/22/2000,–,,,,
KYD980501191,Howe Valley Landfill,,Hardin,Kentucky,,,6/10/1986,7/22/1987,9/29/1994,–,7/26/1996,,,
KYD980557052,Lee's Lane Landfill,,Jefferson,Kentucky,,,12/30/1982,9/8/1983,3/18/1988,–,4/25/1996,,,
KYD980729107,Maxey Flats Nuclear Disposal,,Fleming,Kentucky,,,10/15/1984,6/10/1986,–,–,–,,,
KYD985069954,National Electric Coil/Cooper Industries,,Harlan,Kentucky,,,7/29/1991,10/14/1992,8/21/1998,–,–,,,
KYD049062375,National Southwire Aluminum Co.,,Hancock,Kentucky,,,7/29/1991,5/31/1994,9/24/2008,–,–,,,
KYD985066380,Newport Dump,,Campbell,Kentucky,,,12/30/1982,9/8/1983,3/28/1988,–,6/3/1996,,,
KY8890008982,Paducah Gaseous Diffusion Plant,,McCracken,Kentucky,,"Groundwater contaminated with VOCs, Technetium-99, and uranium. Uranium, 
thorium, plutonium, and neptunium have been detected in off-site sediments 
and surfacewater. TCE and PCBs have been found in site soils.",5/10/1993,5/31/1994,–,–,–,,,
KYD981469794,Red Penn Sanitation Co. Landfill,,Oldham,Kentucky,,,6/24/1988,3/31/1989,9/22/2000,–,9/14/2001,,,
KYD097267413,Smith's Farm,,Bullitt,Kentucky,,,10/15/1984,6/10/1986,9/23/1998,–,–,,,
KYD981028350,Tri-City Disposal Co.,,Bullitt,Kentucky,,,6/24/1988,3/31/1989,3/29/1996,–,–,,,
LAD981056997,Agriculture Street Landfill,,Orleans,Louisiana,,"A former city disposal area was partially redeveloped, with around 390 
houses. Groundwater, which is not used by humans, is contaminated by 
metals. Soil is contaminated by lead, arsenic and carcinogenic PAHs. 
Contaminated topsoil has been removed and subsoil and waste has been capped.",8/23/1994,12/16/1994,4/2/2002,6/15/2000,–,,,
LAD000239814,"American Creosote Works, Inc. (Winn Parish)",,Winn,Louisiana,,"Soil and groundwater contamination by PCP, carcinogenic PAHs and creosote.
[10]",2/7/1992,14/10/1992,6/4/1999,–,–,,,
LAD980745632,Bayou Bonfouca,,St. Tammany,Louisiana,,"Former wood treatment operations caused severe creosote and PAH 
contamination of the bayou and its sediments. Approximately 1.5 miles of 
the bayou were rendered biologically sterile and divers suffered 
second-degree chemical burns from the contamination.[11]",12/30/1982,9/8/1983,9/30/1997,–,–,,,
LAD980745541,Bayou Sorrel Site,,Iberville,Louisiana,,"Soil and sediments were contaminated by the dumping of process wastes from 
pesticide and herbicide manufacturing, sulfide-contaminated waste from 
hydrocarbon processing and exploration and spent wash from industrial 
equipment cleaning.[12]",12/30/1982,9/8/1983,5/26/1992,–,9/29/1997,,,
LAD008187940,Central Wood Preserving Co.,,East Feliciana,Louisiana,,"Soil and sediment contamination by arsenic, copper, chromium and creosote 
from former wood treatment operations.[13]",1/19/1999,5/10/1999,9/8/2004,–,9/18/2009,,,
LAD980501456,Cleve Reber,,Ascension,Louisiana,,"Former municipal and industrial landfill site had exposed, deteriorating 
and possibly exploded drums containing sulfur, asphalt, tars, plastics, and 
oily wastes including hexachlorobenzene and hexachlorobutadiene. The site 
also contained further buried drums, four ponds and piles of solid waste. 
Groundwater was contaminated and there was potential for contamination of 
the deep drinking water aquifer.[14][15]",12/30/1982,9/8/1983,12/31/1996,–,12/30/1997,,,
LAD072606627,"Combustion, Inc.",,Livingston,Louisiana,,"A former waste oil recycling facility contained above- and below-ground 
storage tanks, associated buildings and storage ponds. Groundwater is 
contaminated by VOCs. Contaminated soil and wastes from tanks and buildings 
have been removed, the tanks and buildings have been demolished and 
contaminated surface water has been treated and discharged.[16]",06/20/1986 06/24/1988,8/30/1990,6/26/2006,–,–,,,
LAD052510344,Delatte Metals,,Tangipahoa,Louisiana,,"Soil contamination by lead from former battery recycling operations. 
Groundwater contamination by lead and acid does not affect underlying 
drinking water aquifer.[17]",7/28/1988,1/19/1999,9/22/2003,–,8/8/2005,,,
LAD981155872,Devil's Swamp Lake,,East Baton Rouge,Louisiana,,"Lakewater and a drainage ditch leading to a former industrial site are 
contaminated by PCBs.[18]",3/8/2004,–,–,–,–,,,
LAD981058019,"D.L. Mud, Inc.",,Vermilion,Louisiana,,"Soil and sludges were contaminated by barium, mercury, chromium, arsenic, 
lead, zinc and petroleum-related hydrocarbons from a former drilling mud 
processing facility.[19]",6/24/1988,10/4/1989,6/30/1999,–,3/7/2000,,,
LAD980879449,Dutchtown Treatment Plant,,Ascension,Louisiana,,"Waste oil, soil and surface water were contaminated by benzene, ethylbenzene, 
toluene, xylene and lead. Waste oil has been removed and incinerated, 
surface water has been treated and soil has been washed and stabilized.[20]",1/22/1987,7/22/1987,1/12/1998,–,11/16/1999,,,
LAD980750137,Gulf Coast Vacuum Services,,Vermilion,Louisiana,,"Sludge and shallow groundwater was contaminated by benzene, toluene, mercury, 
lead, chromium, arsenic, barium and various organic compounds. Soil was 
contaminated by arsenic and barium.[21]",6/24/1988,3/31/1989,9/20/1999,–,7/23/2001,,,
LAD985169317,Gulf State Utilities-North Ryan Street,,Calcasieu,Louisiana,,"River sediments contaminated by PAHs from coal gasification operations and 
site soil contaminated by PAHs, VOCs and PCBs from coal gasification and 
former landfill activities.[22]",2/13/1995,–,–,–,–,,,
LAD981054075,Highway 71/72 (Old Citgo) Refinery,,Bossier,Louisiana,,"A former oil refinery site has been redeveloped. Soil contaminated by lead 
has been removed from the site. Benzene contamination of indoor air in some 
properties has been rectified. Groundwater is contaminated by a light 
non-aqueous phase liquid layer.[23]",2/13/1995,–,–,–,–,,,
LAD981054075,Lincoln Creosote,,Bossier,Louisiana,,"Soil contamination by creosote-related PAHs, semi-volatile organic compounds, 
PCP, chromium, copper and arsenic has been remediated by replacing the 
contaminated soil with clean soil.[24]",1/18/1994,Withdrawn 07/28/1998,–,–,–,,,
